endpoint,year,session_key,file_path,row_count,file_size_bytes
pit,2024,9480.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9480.jsonl,19,3668
pit,2024,9550.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9550.jsonl,45,8718
pit,2024,9558.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9558.jsonl,45,8722
pit,2024,9566.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9566.jsonl,40,7743
pit,2024,9574.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9574.jsonl,34,6583
pit,2024,9582.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9582.jsonl,26,5040
pit,2024,9590.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9590.jsonl,30,5814
pit,2024,9598.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9598.jsonl,22,4263
pit,2024,9606.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9606.jsonl,23,4457
pit,2024,9617.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9617.jsonl,23,4521
pit,2024,9625.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9625.jsonl,21,4127
pit,2024,9636.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9636.jsonl,35,6885
pit,2024,9644.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9644.jsonl,39,7667
pit,2024,9654.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9654.jsonl,2,395
pit,2024,9655.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9655.jsonl,60,11712
pit,2024,9662.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9662.jsonl,28,5507
pit,2024,9672.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9672.jsonl,1,194
pit,2024,9673.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9673.jsonl,40,7746
pit,2025,10006.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10006.jsonl,21,4150
pit,2025,10014.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10014.jsonl,42,8277
pit,2025,10022.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10022.jsonl,19,3751
pit,2025,10028.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10028.jsonl,20,3947
pit,2025,10033.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10033.jsonl,18,3556
pit,2025,9693.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9693.jsonl,82,15934
pit,2025,9839.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9839.jsonl,27,5308
pit,2025,9845.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9845.jsonl,3,591
pit,2025,9850.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9850.jsonl,41,8044
pit,2025,9858.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9858.jsonl,23,4518
pit,2025,9864.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9864.jsonl,19,3737
pit,2025,9869.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9869.jsonl,37,7271
pit,2025,9877.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9877.jsonl,27,5303
pit,2025,9883.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9883.jsonl,3,589
pit,2025,9888.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9888.jsonl,21,4125
pit,2025,9963.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9963.jsonl,82,15985
pit,2025,9971.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9971.jsonl,54,10620
pit,2025,9979.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9979.jsonl,40,7858
pit,2025,9987.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9987.jsonl,37,7275
pit,2025,9993.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9993.jsonl,1,193
pit,2025,9998.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9998.jsonl,25,4913
position,2023,7779.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=7779.jsonl,343,42385
position,2023,7787.0,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=7787.jsonl,479,59160
