table_name,column_name,dtype,row_count,missing_count,missing_pct,non_missing_count,unique_count
weather,wind_direction,int64,303,0,0.0,303,144
weather,meeting_key,int64,303,0,0.0,303,2
weather,rainfall,int64,303,0,0.0,303,1
weather,wind_speed,float64,303,0,0.0,303,25
weather,track_temperature,float64,303,0,0.0,303,75
weather,source_file,object,303,0,0.0,303,2
weather,source_endpoint,object,303,0,0.0,303,1
weather,source_year,int64,303,0,0.0,303,1
weather,source_session_key,int64,303,0,0.0,303,2
position,date,"datetime64[ns, UTC]",927,2,0.2157,925,352
position,session_key,int64,927,0,0.0,927,2
position,driver_number,int64,927,0,0.0,927,21
position,position,int64,927,0,0.0,927,20
position,meeting_key,int64,927,0,0.0,927,2
position,source_file,object,927,0,0.0,927,2
position,source_endpoint,object,927,0,0.0,927,1
position,source_year,int64,927,0,0.0,927,1
position,source_session_key,int64,927,0,0.0,927,2
race_control,meeting_key,int64,139,0,0.0,139,2
race_control,session_key,int64,139,0,0.0,139,2
race_control,date,"datetime64[ns, UTC]",139,4,2.8777,135,134
race_control,driver_number,float64,139,101,72.6619,38,11
race_control,lap_number,int64,139,0,0.0,139,48
race_control,category,object,139,0,0.0,139,6
race_control,flag,object,139,84,60.4317,55,7
race_control,scope,object,139,84,60.4317,55,3
race_control,sector,float64,139,126,90.6475,13,4
race_control,qualifying_phase,object,139,139,100.0,0,0
race_control,message,object,139,0,0.0,139,119
race_control,source_file,object,139,0,0.0,139,2
race_control,source_endpoint,object,139,0,0.0,139,1
race_control,source_year,int64,139,0,0.0,139,1
race_control,source_session_key,int64,139,0,0.0,139,2
session_result,position,float64,40,2,5.0,38,20
session_result,driver_number,int64,40,0,0.0,40,21
session_result,number_of_laps,int64,40,0,0.0,40,7
session_result,points,float64,40,0,0.0,40,13
session_result,dnf,bool,40,0,0.0,40,2
session_result,dns,bool,40,0,0.0,40,1
session_result,dsq,bool,40,0,0.0,40,1
session_result,duration,float64,40,18,45.0,22,22
session_result,gap_to_leader,object,40,2,5.0,38,23
session_result,meeting_key,int64,40,0,0.0,40,2
session_result,session_key,int64,40,0,0.0,40,2
session_result,source_file,object,40,0,0.0,40,2
session_result,source_endpoint,object,40,0,0.0,40,1
session_result,source_year,int64,40,0,0.0,40,1
session_result,source_session_key,int64,40,0,0.0,40,2
